ProductionOrderID,MaterialNumber,MaterialName,ProductComplexity,OrderDate,PlannedQty,MachineClass,PlantID
PO101206,FG0022,Remanufactured Caliper,LOW,2025-12-01,43,GRIND,PLT2
PO101207,FG0012,OEM Catalytic Converter,HIGH,2025-12-19,34,MILL,PLT3
PO101208,FG0022,Remanufactured Caliper,LOW,2025-01-18,60,CNC,PLT1
PO101209,FG0012,OEM Catalytic Converter,HIGH,2025-05-23,127,PRESS,PLT1
PO101210,FG0009,TRW Crankshaft,LOW,2025-03-04,188,GRIND,PLT1
PO101211,FG0003,Magneti Marelli Radiator,HIGH,2025-03-13,20,GRIND,PLT3
PO101212,FG0022,Remanufactured Caliper,LOW,2025-10-05,65,ROBOT,PLT1
PO101213,FG0027,TRW Gearbox,MED,2025-09-04,120,PRESS,PLT3
PO101214,FG0008,Delphi Exhaust Manifold,MED,2025-08-24,93,CNC,PLT1
PO101215,FG0017,Valeo Sway Bar,MED,2025-12-09,63,PRESS,PLT3
PO101216,FG0010,Bosch Camshaft,MED,2025-04-04,81,ROBOT,PLT2
PO101217,FG0018,Genuine Oil Pump,LOW,2025-08-28,10,MILL,PLT2
PO101218,FG0027,TRW Gearbox,MED,2025-08-19,38,CNC,PLT3
PO101219,FG0030,Magneti Marelli Sensor,MED,2025-09-03,164,PRESS,PLT3
PO101220,FG0009,TRW Crankshaft,LOW,2025-04-10,133,CNC,PLT3
PO101221,FG0007,Sport Shock Absorber,MED,2025-05-02,162,PRESS,PLT3
PO101222,FG0008,Delphi Exhaust Manifold,MED,2025-06-15,21,CNC,PLT3
PO101223,FG0018,Genuine Oil Pump,LOW,2025-03-12,62,MILL,PLT1
PO101224,FG0030,Magneti Marelli Sensor,MED,2025-02-17,128,ROBOT,PLT3
PO101225,FG0029,ACDelco Catalytic Converter,LOW,2025-12-11,33,MILL,PLT1
PO101226,FG0028,ACDelco Bearing,LOW,2025-11-25,112,CNC,PLT3
PO101227,FG0028,ACDelco Bearing,LOW,2025-01-16,62,ROBOT,PLT2
PO101228,FG0002,Bosch Timing Belt,MED,2025-10-05,118,GRIND,PLT2
PO101229,FG0018,Genuine Oil Pump,LOW,2025-01-21,23,ROBOT,PLT1
PO101230,FG0022,Remanufactured Caliper,LOW,2025-05-18,13,PRESS,PLT2
PO101231,FG0029,ACDelco Catalytic Converter,LOW,2025-03-05,98,GRIND,PLT1
PO101232,FG0023,ACDelco Oil Pump,HIGH,2025-01-24,61,GRIND,PLT2
PO101233,FG0003,Magneti Marelli Radiator,HIGH,2025-08-22,16,ROBOT,PLT1
PO101234,FG0026,Delphi Camshaft,LOW,2025-09-17,38,GRIND,PLT1
PO101235,FG0024,Denso Turbocharger,HIGH,2025-03-09,73,CNC,PLT1
PO101236,FG0004,Valeo Drive Shaft,MED,2025-08-07,67,PRESS,PLT3
PO101237,FG0005,Remanufactured Gearbox,LOW,2025-02-15,85,CNC,PLT2
PO101238,FG0014,Valeo Airbag Module,HIGH,2025-05-02,18,CNC,PLT3
PO101239,FG0007,Sport Shock Absorber,MED,2025-01-21,158,GRIND,PLT2
PO101240,FG0018,Genuine Oil Pump,LOW,2025-04-24,157,GRIND,PLT1
PO101241,FG0025,Performance Fuel Injector,MED,2025-12-18,189,CNC,PLT1
PO101242,FG0004,Valeo Drive Shaft,MED,2025-09-18,24,ROBOT,PLT1
PO101243,FG0001,Aftermarket Gearbox,MED,2025-09-10,54,CNC,PLT1
PO101244,FG0001,Aftermarket Gearbox,MED,2025-03-10,112,CNC,PLT3
PO101245,FG0019,Performance Bearing,HIGH,2025-08-09,66,GRIND,PLT2
PO101246,FG0005,Remanufactured Gearbox,LOW,2025-09-03,43,ROBOT,PLT2
PO101247,FG0026,Delphi Camshaft,LOW,2025-12-26,100,ROBOT,PLT2
PO101248,FG0001,Aftermarket Gearbox,MED,2025-01-15,34,GRIND,PLT3
PO101249,FG0001,Aftermarket Gearbox,MED,2025-05-14,142,CNC,PLT1
PO101250,FG0006,Aftermarket Timing Belt,HIGH,2025-07-05,128,GRIND,PLT3
PO101251,FG0014,Valeo Airbag Module,HIGH,2025-04-04,164,MILL,PLT3
PO101252,FG0003,Magneti Marelli Radiator,HIGH,2025-03-05,14,CNC,PLT3
PO101253,FG0029,ACDelco Catalytic Converter,LOW,2025-01-30,188,ROBOT,PLT1
PO101254,FG0010,Bosch Camshaft,MED,2025-11-12,37,CNC,PLT2
PO101255,FG0001,Aftermarket Gearbox,MED,2025-04-16,65,CNC,PLT2
PO101256,FG0029,ACDelco Catalytic Converter,LOW,2025-01-10,56,MILL,PLT2
PO101257,FG0005,Remanufactured Gearbox,LOW,2025-09-13,51,ROBOT,PLT3
PO101258,FG0019,Performance Bearing,HIGH,2025-05-22,58,MILL,PLT2
PO101259,FG0010,Bosch Camshaft,MED,2025-02-04,117,CNC,PLT2
PO101260,FG0027,TRW Gearbox,MED,2025-12-07,112,ROBOT,PLT1
PO101261,FG0013,Bosch Shock Absorber,MED,2025-12-03,164,GRIND,PLT3
PO101262,FG0022,Remanufactured Caliper,LOW,2025-08-26,109,GRIND,PLT3
PO101263,FG0026,Delphi Camshaft,LOW,2025-06-02,26,CNC,PLT1
PO101264,FG0009,TRW Crankshaft,LOW,2025-01-23,50,CNC,PLT3
PO101265,FG0010,Bosch Camshaft,MED,2025-02-04,129,PRESS,PLT1
PO101266,FG0017,Valeo Sway Bar,MED,2025-09-13,194,ROBOT,PLT3
PO101267,FG0017,Valeo Sway Bar,MED,2025-08-04,137,CNC,PLT3
PO101268,FG0016,OEM Caliper,LOW,2025-09-30,58,PRESS,PLT2
PO101269,FG0027,TRW Gearbox,MED,2025-01-05,165,PRESS,PLT1
PO101270,FG0018,Genuine Oil Pump,LOW,2025-05-01,168,PRESS,PLT2
PO101271,FG0005,Remanufactured Gearbox,LOW,2025-10-24,16,ROBOT,PLT1
PO101272,FG0028,ACDelco Bearing,LOW,2025-09-11,45,CNC,PLT3
PO101273,FG0014,Valeo Airbag Module,HIGH,2025-10-22,196,ROBOT,PLT2
PO101274,FG0017,Valeo Sway Bar,MED,2025-03-13,66,ROBOT,PLT2
PO101275,FG0021,Performance Differential,MED,2025-06-26,41,MILL,PLT1
PO101276,FG0030,Magneti Marelli Sensor,MED,2025-02-10,35,MILL,PLT2
PO101277,FG0021,Performance Differential,MED,2025-02-06,107,CNC,PLT1
PO101278,FG0005,Remanufactured Gearbox,LOW,2025-02-18,95,GRIND,PLT1
PO101279,FG0012,OEM Catalytic Converter,HIGH,2025-04-14,56,PRESS,PLT3
PO101280,FG0024,Denso Turbocharger,HIGH,2025-04-28,134,GRIND,PLT3
PO101281,FG0017,Valeo Sway Bar,MED,2025-07-25,145,GRIND,PLT3
PO101282,FG0026,Delphi Camshaft,LOW,2025-04-20,35,CNC,PLT3
PO101283,FG0022,Remanufactured Caliper,LOW,2025-07-23,66,PRESS,PLT1
PO101284,FG0021,Performance Differential,MED,2025-10-20,126,GRIND,PLT1
PO101285,FG0020,Bosch Fan,MED,2025-06-22,33,GRIND,PLT2
PO101286,FG0025,Performance Fuel Injector,MED,2025-07-21,88,PRESS,PLT3
PO101287,FG0016,OEM Caliper,LOW,2025-06-28,138,CNC,PLT1
PO101288,FG0014,Valeo Airbag Module,HIGH,2025-10-21,26,CNC,PLT3
PO101289,FG0025,Performance Fuel Injector,MED,2025-04-23,62,MILL,PLT1
PO101290,FG0002,Bosch Timing Belt,MED,2025-01-16,10,CNC,PLT1
PO101291,FG0019,Performance Bearing,HIGH,2025-09-12,66,CNC,PLT1
PO101292,FG0009,TRW Crankshaft,LOW,2025-06-24,169,PRESS,PLT1
PO101293,FG0028,ACDelco Bearing,LOW,2025-03-25,104,CNC,PLT3
PO101294,FG0030,Magneti Marelli Sensor,MED,2025-10-06,75,GRIND,PLT1
PO101295,FG0018,Genuine Oil Pump,LOW,2025-02-21,188,GRIND,PLT1
PO101296,FG0025,Performance Fuel Injector,MED,2025-08-06,42,ROBOT,PLT3
PO101297,FG0028,ACDelco Bearing,LOW,2025-09-17,118,ROBOT,PLT2
PO101298,FG0008,Delphi Exhaust Manifold,MED,2025-10-27,44,MILL,PLT2
PO101299,FG0030,Magneti Marelli Sensor,MED,2025-07-14,36,PRESS,PLT3
PO101300,FG0014,Valeo Airbag Module,HIGH,2025-02-08,130,ROBOT,PLT2
PO101301,FG0028,ACDelco Bearing,LOW,2025-01-13,16,PRESS,PLT1
PO101302,FG0014,Valeo Airbag Module,HIGH,2025-02-04,40,CNC,PLT3
PO101303,FG0004,Valeo Drive Shaft,MED,2025-08-22,15,ROBOT,PLT1
PO101304,FG0017,Valeo Sway Bar,MED,2025-06-03,17,CNC,PLT1
PO101305,FG0021,Performance Differential,MED,2025-06-08,97,PRESS,PLT2
PO101306,FG0018,Genuine Oil Pump,LOW,2025-09-20,148,MILL,PLT2
PO101307,FG0001,Aftermarket Gearbox,MED,2025-06-29,55,MILL,PLT1
PO101308,FG0001,Aftermarket Gearbox,MED,2025-12-19,80,ROBOT,PLT3
PO101309,FG0005,Remanufactured Gearbox,LOW,2025-07-01,173,MILL,PLT1
PO101310,FG0015,Aftermarket Airbag Module,MED,2025-01-10,35,GRIND,PLT2
PO101311,FG0014,Valeo Airbag Module,HIGH,2025-04-27,94,PRESS,PLT3
PO101312,FG0006,Aftermarket Timing Belt,HIGH,2025-12-31,26,ROBOT,PLT2
PO101313,FG0022,Remanufactured Caliper,LOW,2025-01-18,185,CNC,PLT1
PO101314,FG0010,Bosch Camshaft,MED,2025-01-10,99,MILL,PLT1
PO101315,FG0013,Bosch Shock Absorber,MED,2025-01-27,32,GRIND,PLT3
PO101316,FG0005,Remanufactured Gearbox,LOW,2025-12-08,110,MILL,PLT3
PO101317,FG0010,Bosch Camshaft,MED,2025-08-14,92,PRESS,PLT2
PO101318,FG0030,Magneti Marelli Sensor,MED,2025-01-24,46,ROBOT,PLT3
PO101319,FG0025,Performance Fuel Injector,MED,2025-02-07,28,CNC,PLT3
PO101320,FG0027,TRW Gearbox,MED,2025-04-24,72,CNC,PLT3
PO101321,FG0026,Delphi Camshaft,LOW,2025-06-08,161,ROBOT,PLT1
PO101322,FG0027,TRW Gearbox,MED,2025-10-20,114,ROBOT,PLT1
PO101323,FG0017,Valeo Sway Bar,MED,2025-11-06,187,MILL,PLT1
PO101324,FG0004,Valeo Drive Shaft,MED,2025-11-06,178,MILL,PLT2
PO101325,FG0006,Aftermarket Timing Belt,HIGH,2025-03-23,22,GRIND,PLT2
PO101326,FG0013,Bosch Shock Absorber,MED,2025-04-11,141,CNC,PLT1
PO101327,FG0021,Performance Differential,MED,2025-03-30,95,PRESS,PLT1
PO101328,FG0014,Valeo Airbag Module,HIGH,2025-05-09,73,MILL,PLT2
PO101329,FG0030,Magneti Marelli Sensor,MED,2025-11-19,163,PRESS,PLT3
PO101330,FG0005,Remanufactured Gearbox,LOW,2025-07-10,45,PRESS,PLT3
PO101331,FG0003,Magneti Marelli Radiator,HIGH,2025-10-27,81,CNC,PLT1
PO101332,FG0021,Performance Differential,MED,2025-02-07,142,MILL,PLT2
PO101333,FG0013,Bosch Shock Absorber,MED,2025-09-03,167,ROBOT,PLT1
PO101334,FG0017,Valeo Sway Bar,MED,2025-08-04,177,ROBOT,PLT1
PO101335,FG0022,Remanufactured Caliper,LOW,2025-05-24,179,CNC,PLT2
PO101336,FG0004,Valeo Drive Shaft,MED,2025-02-12,179,CNC,PLT1
PO101337,FG0003,Magneti Marelli Radiator,HIGH,2025-05-01,48,MILL,PLT1
PO101338,FG0011,Valeo Radiator,LOW,2025-05-11,117,MILL,PLT3
PO101339,FG0030,Magneti Marelli Sensor,MED,2025-06-25,117,ROBOT,PLT1
PO101340,FG0012,OEM Catalytic Converter,HIGH,2025-09-01,173,PRESS,PLT1
PO101341,FG0012,OEM Catalytic Converter,HIGH,2025-05-07,62,MILL,PLT3
PO101342,FG0002,Bosch Timing Belt,MED,2025-08-06,33,PRESS,PLT3
PO101343,FG0007,Sport Shock Absorber,MED,2025-05-01,121,ROBOT,PLT1
PO101344,FG0023,ACDelco Oil Pump,HIGH,2025-08-25,85,CNC,PLT2
PO101345,FG0002,Bosch Timing Belt,MED,2025-06-10,10,GRIND,PLT2
PO101346,FG0013,Bosch Shock Absorber,MED,2025-01-14,174,GRIND,PLT1
PO101347,FG0020,Bosch Fan,MED,2025-03-01,79,MILL,PLT3
PO101348,FG0023,ACDelco Oil Pump,HIGH,2025-06-04,126,CNC,PLT2
PO101349,FG0024,Denso Turbocharger,HIGH,2025-12-01,109,MILL,PLT1
PO101350,FG0004,Valeo Drive Shaft,MED,2025-12-15,16,PRESS,PLT1
PO101351,FG0016,OEM Caliper,LOW,2025-11-13,101,GRIND,PLT2
PO101352,FG0028,ACDelco Bearing,LOW,2025-07-23,108,PRESS,PLT2
PO101353,FG0015,Aftermarket Airbag Module,MED,2025-09-08,193,MILL,PLT3
PO101354,FG0025,Performance Fuel Injector,MED,2025-12-11,109,MILL,PLT1
PO101355,FG0008,Delphi Exhaust Manifold,MED,2025-04-09,177,CNC,PLT2
PO101356,FG0007,Sport Shock Absorber,MED,2025-09-13,55,GRIND,PLT2
PO101357,FG0029,ACDelco Catalytic Converter,LOW,2025-01-11,56,ROBOT,PLT3
PO101358,FG0027,TRW Gearbox,MED,2025-12-05,171,CNC,PLT3
PO101359,FG0030,Magneti Marelli Sensor,MED,2025-02-10,24,ROBOT,PLT2
PO101360,FG0024,Denso Turbocharger,HIGH,2025-08-25,171,CNC,PLT2
PO101361,FG0024,Denso Turbocharger,HIGH,2025-11-01,93,MILL,PLT2
PO101362,FG0011,Valeo Radiator,LOW,2025-11-28,19,GRIND,PLT3
PO101363,FG0013,Bosch Shock Absorber,MED,2025-10-24,88,MILL,PLT2
PO101364,FG0024,Denso Turbocharger,HIGH,2025-04-02,176,MILL,PLT3
PO101365,FG0008,Delphi Exhaust Manifold,MED,2025-02-06,159,ROBOT,PLT3
PO101366,FG0024,Denso Turbocharger,HIGH,2025-02-18,112,MILL,PLT2
PO101367,FG0028,ACDelco Bearing,LOW,2025-01-20,99,PRESS,PLT2
PO101368,FG0022,Remanufactured Caliper,LOW,2025-03-26,92,ROBOT,PLT1
PO101369,FG0008,Delphi Exhaust Manifold,MED,2025-10-15,145,CNC,PLT1
PO101370,FG0007,Sport Shock Absorber,MED,2025-11-07,63,GRIND,PLT2
PO101371,FG0028,ACDelco Bearing,LOW,2025-05-05,61,ROBOT,PLT1
PO101372,FG0002,Bosch Timing Belt,MED,2025-05-27,75,CNC,PLT2
PO101373,FG0010,Bosch Camshaft,MED,2025-07-12,138,CNC,PLT3
PO101374,FG0003,Magneti Marelli Radiator,HIGH,2025-11-17,141,GRIND,PLT2
PO101375,FG0001,Aftermarket Gearbox,MED,2025-10-27,148,MILL,PLT1
PO101376,FG0014,Valeo Airbag Module,HIGH,2025-07-23,181,GRIND,PLT2
PO101377,FG0023,ACDelco Oil Pump,HIGH,2025-04-01,152,CNC,PLT1
PO101378,FG0012,OEM Catalytic Converter,HIGH,2025-07-25,198,PRESS,PLT2
PO101379,FG0018,Genuine Oil Pump,LOW,2025-04-28,93,CNC,PLT2
PO101380,FG0015,Aftermarket Airbag Module,MED,2025-08-06,69,PRESS,PLT3
PO101381,FG0009,TRW Crankshaft,LOW,2025-03-10,18,CNC,PLT3
PO101382,FG0021,Performance Differential,MED,2025-05-13,29,GRIND,PLT1
PO101383,FG0001,Aftermarket Gearbox,MED,2025-05-03,13,ROBOT,PLT3
PO101384,FG0024,Denso Turbocharger,HIGH,2025-10-04,59,PRESS,PLT3
PO101385,FG0024,Denso Turbocharger,HIGH,2025-10-27,17,ROBOT,PLT3
PO101386,FG0013,Bosch Shock Absorber,MED,2025-07-24,131,CNC,PLT1
PO101387,FG0006,Aftermarket Timing Belt,HIGH,2025-01-13,40,GRIND,PLT2
PO101388,FG0007,Sport Shock Absorber,MED,2025-10-13,66,GRIND,PLT1
PO101389,FG0013,Bosch Shock Absorber,MED,2025-11-26,15,CNC,PLT1
PO101390,FG0007,Sport Shock Absorber,MED,2025-10-17,58,MILL,PLT2
PO101391,FG0017,Valeo Sway Bar,MED,2025-10-16,76,CNC,PLT2
PO101392,FG0005,Remanufactured Gearbox,LOW,2025-04-16,148,ROBOT,PLT1
PO101393,FG0016,OEM Caliper,LOW,2025-10-17,23,ROBOT,PLT2
PO101394,FG0024,Denso Turbocharger,HIGH,2025-04-20,101,PRESS,PLT3
PO101395,FG0012,OEM Catalytic Converter,HIGH,2025-12-19,165,MILL,PLT2
PO101396,FG0009,TRW Crankshaft,LOW,2025-06-13,160,MILL,PLT2
PO101397,FG0004,Valeo Drive Shaft,MED,2025-05-30,81,MILL,PLT3
PO101398,FG0005,Remanufactured Gearbox,LOW,2025-06-07,163,GRIND,PLT2
PO101399,FG0030,Magneti Marelli Sensor,MED,2025-11-28,42,GRIND,PLT1
PO101400,FG0030,Magneti Marelli Sensor,MED,2025-07-25,63,MILL,PLT2
PO101401,FG0007,Sport Shock Absorber,MED,2025-09-15,25,GRIND,PLT3
PO101402,FG0005,Remanufactured Gearbox,LOW,2025-07-25,113,ROBOT,PLT1
PO101403,FG0009,TRW Crankshaft,LOW,2025-10-01,51,ROBOT,PLT1
PO101404,FG0008,Delphi Exhaust Manifold,MED,2025-09-30,160,PRESS,PLT2
PO101405,FG0004,Valeo Drive Shaft,MED,2025-07-01,65,MILL,PLT3
PO101406,FG0022,Remanufactured Caliper,LOW,2025-01-01,191,GRIND,PLT2
PO101407,FG0019,Performance Bearing,HIGH,2025-08-11,80,CNC,PLT2
PO101408,FG0021,Performance Differential,MED,2025-10-25,53,ROBOT,PLT3
PO101409,FG0022,Remanufactured Caliper,LOW,2025-10-04,74,PRESS,PLT2
PO101410,FG0006,Aftermarket Timing Belt,HIGH,2025-11-08,181,MILL,PLT3
PO101411,FG0030,Magneti Marelli Sensor,MED,2025-07-28,83,CNC,PLT2
PO101412,FG0027,TRW Gearbox,MED,2025-08-24,193,ROBOT,PLT1
PO101413,FG0020,Bosch Fan,MED,2025-07-26,151,MILL,PLT2
PO101414,FG0028,ACDelco Bearing,LOW,2025-10-23,126,ROBOT,PLT2
PO101415,FG0004,Valeo Drive Shaft,MED,2025-04-12,108,GRIND,PLT2
PO101416,FG0029,ACDelco Catalytic Converter,LOW,2025-09-16,33,GRIND,PLT1
PO101417,FG0003,Magneti Marelli Radiator,HIGH,2025-12-21,94,GRIND,PLT3
PO101418,FG0004,Valeo Drive Shaft,MED,2025-10-03,184,ROBOT,PLT3
PO101419,FG0003,Magneti Marelli Radiator,HIGH,2025-03-04,23,MILL,PLT3
PO101420,FG0007,Sport Shock Absorber,MED,2025-10-07,110,MILL,PLT2
PO101421,FG0027,TRW Gearbox,MED,2025-11-13,169,CNC,PLT2
PO101422,FG0024,Denso Turbocharger,HIGH,2025-05-20,161,MILL,PLT3
PO101423,FG0030,Magneti Marelli Sensor,MED,2025-06-07,139,CNC,PLT3
PO101424,FG0028,ACDelco Bearing,LOW,2025-02-26,81,GRIND,PLT3
PO101425,FG0012,OEM Catalytic Converter,HIGH,2025-06-26,102,CNC,PLT3
PO101426,FG0003,Magneti Marelli Radiator,HIGH,2025-01-07,14,MILL,PLT1
PO101427,FG0001,Aftermarket Gearbox,MED,2025-03-01,129,ROBOT,PLT1
PO101428,FG0007,Sport Shock Absorber,MED,2025-10-18,125,PRESS,PLT3
PO101429,FG0010,Bosch Camshaft,MED,2025-08-05,164,CNC,PLT1
PO101430,FG0022,Remanufactured Caliper,LOW,2025-04-21,74,GRIND,PLT3
PO101431,FG0016,OEM Caliper,LOW,2025-07-18,112,GRIND,PLT2
PO101432,FG0007,Sport Shock Absorber,MED,2025-03-24,36,PRESS,PLT2
PO101433,FG0009,TRW Crankshaft,LOW,2025-06-21,90,MILL,PLT3
PO101434,FG0019,Performance Bearing,HIGH,2025-12-31,40,CNC,PLT1
PO101435,FG0008,Delphi Exhaust Manifold,MED,2025-11-07,97,GRIND,PLT2
PO101436,FG0010,Bosch Camshaft,MED,2025-07-21,63,PRESS,PLT1
PO101437,FG0005,Remanufactured Gearbox,LOW,2025-07-09,63,PRESS,PLT1
PO101438,FG0001,Aftermarket Gearbox,MED,2025-10-19,188,MILL,PLT2
PO101439,FG0004,Valeo Drive Shaft,MED,2025-12-04,107,ROBOT,PLT2
PO101440,FG0017,Valeo Sway Bar,MED,2025-07-07,109,ROBOT,PLT2
PO101441,FG0015,Aftermarket Airbag Module,MED,2025-07-03,24,GRIND,PLT3
PO101442,FG0021,Performance Differential,MED,2025-03-09,65,GRIND,PLT1
PO101443,FG0009,TRW Crankshaft,LOW,2025-10-24,159,GRIND,PLT1
PO101444,FG0020,Bosch Fan,MED,2025-06-26,117,GRIND,PLT1
PO101445,FG0022,Remanufactured Caliper,LOW,2025-04-22,44,ROBOT,PLT3
PO101446,FG0023,ACDelco Oil Pump,HIGH,2025-02-21,54,PRESS,PLT3
PO101447,FG0004,Valeo Drive Shaft,MED,2025-06-12,63,PRESS,PLT2
PO101448,FG0013,Bosch Shock Absorber,MED,2025-05-22,36,GRIND,PLT2
PO101449,FG0006,Aftermarket Timing Belt,HIGH,2025-04-04,148,ROBOT,PLT1
PO101450,FG0013,Bosch Shock Absorber,MED,2025-01-27,18,ROBOT,PLT2
PO101451,FG0006,Aftermarket Timing Belt,HIGH,2025-10-17,129,MILL,PLT2
PO101452,FG0005,Remanufactured Gearbox,LOW,2025-09-21,85,GRIND,PLT3
PO101453,FG0008,Delphi Exhaust Manifold,MED,2025-10-20,198,PRESS,PLT1
PO101454,FG0005,Remanufactured Gearbox,LOW,2025-06-26,151,ROBOT,PLT2
PO101455,FG0001,Aftermarket Gearbox,MED,2025-04-17,94,GRIND,PLT1
PO101456,FG0003,Magneti Marelli Radiator,HIGH,2025-04-30,53,GRIND,PLT2
PO101457,FG0023,ACDelco Oil Pump,HIGH,2025-02-01,59,CNC,PLT2
PO101458,FG0014,Valeo Airbag Module,HIGH,2025-12-31,117,GRIND,PLT3
PO101459,FG0025,Performance Fuel Injector,MED,2025-11-19,69,GRIND,PLT1
PO101460,FG0006,Aftermarket Timing Belt,HIGH,2025-06-09,139,PRESS,PLT1
PO101461,FG0030,Magneti Marelli Sensor,MED,2025-02-17,10,MILL,PLT3
PO101462,FG0001,Aftermarket Gearbox,MED,2025-03-22,93,GRIND,PLT3
PO101463,FG0011,Valeo Radiator,LOW,2025-01-02,105,CNC,PLT1
PO101464,FG0001,Aftermarket Gearbox,MED,2025-03-31,126,CNC,PLT1
PO101465,FG0005,Remanufactured Gearbox,LOW,2025-03-24,77,ROBOT,PLT2
PO101466,FG0030,Magneti Marelli Sensor,MED,2025-04-30,108,ROBOT,PLT1
PO101467,FG0011,Valeo Radiator,LOW,2025-11-21,184,ROBOT,PLT2
PO101468,FG0030,Magneti Marelli Sensor,MED,2025-09-11,93,PRESS,PLT2
PO101469,FG0011,Valeo Radiator,LOW,2025-02-28,169,PRESS,PLT1
PO101470,FG0013,Bosch Shock Absorber,MED,2025-12-18,106,ROBOT,PLT1
PO101471,FG0018,Genuine Oil Pump,LOW,2025-04-12,148,MILL,PLT1
PO101472,FG0019,Performance Bearing,HIGH,2025-11-01,86,ROBOT,PLT2
PO101473,FG0017,Valeo Sway Bar,MED,2025-07-24,157,GRIND,PLT1
PO101474,FG0009,TRW Crankshaft,LOW,2025-09-03,183,ROBOT,PLT1
PO101475,FG0026,Delphi Camshaft,LOW,2025-03-11,48,CNC,PLT3
PO101476,FG0020,Bosch Fan,MED,2025-12-19,108,MILL,PLT3
PO101477,FG0003,Magneti Marelli Radiator,HIGH,2025-06-01,99,MILL,PLT1
PO101478,FG0020,Bosch Fan,MED,2025-01-23,117,GRIND,PLT1
PO101479,FG0010,Bosch Camshaft,MED,2025-03-21,59,GRIND,PLT2
PO101480,FG0026,Delphi Camshaft,LOW,2025-07-15,132,PRESS,PLT3
PO101481,FG0025,Performance Fuel Injector,MED,2025-01-12,31,GRIND,PLT2
PO101482,FG0015,Aftermarket Airbag Module,MED,2025-03-06,93,CNC,PLT3
PO101483,FG0010,Bosch Camshaft,MED,2025-10-03,62,PRESS,PLT1
PO101484,FG0009,TRW Crankshaft,LOW,2025-05-23,61,PRESS,PLT2
PO101485,FG0018,Genuine Oil Pump,LOW,2025-11-10,154,PRESS,PLT3
PO101486,FG0028,ACDelco Bearing,LOW,2025-03-18,183,PRESS,PLT2
PO101487,FG0001,Aftermarket Gearbox,MED,2025-03-16,154,PRESS,PLT3
PO101488,FG0014,Valeo Airbag Module,HIGH,2025-01-31,105,CNC,PLT3
PO101489,FG0026,Delphi Camshaft,LOW,2025-06-02,138,GRIND,PLT2
PO101490,FG0030,Magneti Marelli Sensor,MED,2025-01-21,51,PRESS,PLT3
PO101491,FG0022,Remanufactured Caliper,LOW,2025-11-28,100,GRIND,PLT1
PO101492,FG0011,Valeo Radiator,LOW,2025-09-05,84,PRESS,PLT1
PO101493,FG0019,Performance Bearing,HIGH,2025-06-03,74,PRESS,PLT2
PO101494,FG0030,Magneti Marelli Sensor,MED,2025-02-16,194,PRESS,PLT1
PO101495,FG0030,Magneti Marelli Sensor,MED,2025-07-30,177,PRESS,PLT3
PO101496,FG0015,Aftermarket Airbag Module,MED,2025-08-11,150,PRESS,PLT1
PO101497,FG0014,Valeo Airbag Module,HIGH,2025-05-07,185,ROBOT,PLT3
PO101498,FG0010,Bosch Camshaft,MED,2025-11-17,80,PRESS,PLT3
PO101499,FG0009,TRW Crankshaft,LOW,2025-07-28,66,PRESS,PLT3
PO101500,FG0010,Bosch Camshaft,MED,2025-01-20,21,ROBOT,PLT1
PO101501,FG0024,Denso Turbocharger,HIGH,2025-03-04,198,MILL,PLT3
PO101502,FG0024,Denso Turbocharger,HIGH,2025-06-27,27,CNC,PLT3
PO101503,FG0018,Genuine Oil Pump,LOW,2025-02-04,122,PRESS,PLT2
PO101504,FG0022,Remanufactured Caliper,LOW,2025-12-14,125,ROBOT,PLT2
PO101505,FG0023,ACDelco Oil Pump,HIGH,2025-05-20,140,CNC,PLT1
PO101506,FG0027,TRW Gearbox,MED,2025-08-08,128,CNC,PLT3
PO101507,FG0002,Bosch Timing Belt,MED,2025-07-18,55,ROBOT,PLT3
PO101508,FG0007,Sport Shock Absorber,MED,2025-06-04,63,PRESS,PLT2
PO101509,FG0029,ACDelco Catalytic Converter,LOW,2025-01-18,101,CNC,PLT1
PO101510,FG0009,TRW Crankshaft,LOW,2025-06-06,151,GRIND,PLT1
PO101511,FG0025,Performance Fuel Injector,MED,2025-03-31,90,MILL,PLT3
PO101512,FG0010,Bosch Camshaft,MED,2025-09-07,112,CNC,PLT1
PO101513,FG0025,Performance Fuel Injector,MED,2025-02-25,135,PRESS,PLT1
PO101514,FG0001,Aftermarket Gearbox,MED,2025-09-02,164,MILL,PLT3
PO101515,FG0019,Performance Bearing,HIGH,2025-09-25,146,GRIND,PLT1
PO101516,FG0024,Denso Turbocharger,HIGH,2025-10-04,191,GRIND,PLT2
PO101517,FG0023,ACDelco Oil Pump,HIGH,2025-10-03,178,GRIND,PLT3
PO101518,FG0023,ACDelco Oil Pump,HIGH,2025-10-31,82,ROBOT,PLT2
PO101519,FG0028,ACDelco Bearing,LOW,2025-10-20,163,GRIND,PLT2
PO101520,FG0004,Valeo Drive Shaft,MED,2025-06-23,41,ROBOT,PLT2
PO101521,FG0013,Bosch Shock Absorber,MED,2025-07-07,138,GRIND,PLT1
PO101522,FG0008,Delphi Exhaust Manifold,MED,2025-06-07,147,GRIND,PLT3
PO101523,FG0005,Remanufactured Gearbox,LOW,2025-10-19,172,GRIND,PLT2
PO101524,FG0006,Aftermarket Timing Belt,HIGH,2025-04-01,117,ROBOT,PLT1
